split,event_id_cnty,event_date,year,country,notes,clean_notes,note_hash,duplicate_group_id
test,DEU15287,2023-03-14,2023,Germany,"On 14 March 2023, at the call of Ver.di union, around 200 striking municipal employees demonstrated in Laupheim to call for higher wages in the public sector.",call ver di union around 200 striking municipal employee demonstrated laupheim call higher wage public sector,3543303a1cf3f60952dacf7f21eb664cbe976bc22790aa0f3d3fd1dc738597cb,note-3543303a1cf3f609
test,DEU15367,2023-03-23,2023,Germany,"On 23 March 2023, hundreds of farmers and fishers, including the president of the Schleswig-Holstein Farmers' Association and members of the Schleswig-Holstein Poultry Association, demonstrated in Busum against the agricultural policy and financial cuts in crab fishing. They also were against the EU Commission's planned ban on bottom trawls in protected areas.",hundred farmer fisher including president schleswig holstein farmer association member schleswig holstein poultry association demonstrated busum agricultural policy financial cut crab fishing also eu commission planned ban bottom trawl protected area,d510f6eff7ac1db40b8c8a5eb764fe6d813b7908df3caf0ec5ee2978ef8de4ce,note-d510f6eff7ac1db4
test,DEU15557,2023-04-03,2023,Germany,"On 3 April 2023, members of ALG demonstrated and disrupted an SPD event in Lohbrugge in Hamburg - Bergedorf to call for climate protection. The people in the event loudly protested against climate protests. An elderly man stormed the stage and tried to reach the mayor. Bodyguards pushed him away, and police officers arrested him.",member alg demonstrated disrupted spd event lohbrugge hamburg bergedorf call climate protection people event loudly protested climate protest elderly man stormed stage tried reach mayor bodyguard pushed away police officer arrested,99198676e703cd102c1fc442c065b533ba78c97a19ee59c54c81959ffed4d6ea,note-99198676e703cd10
test,DEU16064,2023-04-30,2023,Germany,"On 30 April 2023, around 400 people staged a protest march through the old town of Heidelberg at the call of anti-fascists, to protest against right-wing fraternities in the city.",around 400 people staged protest march old town heidelberg call anti fascist protest right wing fraternity city,a958a62edd9cff9118b9169f6b4e79d527056ae7825b5c52ad3fb1918dae64bd,note-a958a62edd9cff91
test,DEU16352,2023-06-10,2023,Germany,"On 10 June 2023, at the call of the alliance 'Ingolstadt is colorful', numerous people, including members of FFF, Antifa, elected officials (The Greens, The Left), a protestant pastor, and the mayor (SPD), demonstrated on Carraraplatz in Ingolstadt against historical revisionism, fascism, far-right extremism, and an event of the revisionist association ZFI - Ingolstadt Research Institute for Contemporary Historical Research.",call alliance ingolstadt colorful numerous people including member fff antifa elected official green left protestant pastor mayor spd demonstrated carraraplatz ingolstadt historical revisionism fascism far right extremism event revisionist association zfi ingolstadt research institute contemporary historical research,79d02e703dbf951d2c67eadeef685f6fe469a1a03dd58c41831f8292241032d1,note-79d02e703dbf951d
test,DEU16463,2023-06-24,2023,Germany,"On 24 June 2023, between 3,500 and 5,000 people, including the LGBTQ+ community, demonstrated at the Rathausplatz to Schauspielhaus and at Dr.-Ruer-Platz in Bochum against the injustices and violence that queer people face. They gathered on the occasion of Christopher Street Day (CSD).",3 500 5 000 people including lgbtq community demonstrated rathausplatz schauspielhaus dr ruer platz bochum injustice violence queer people face gathered occasion christopher street day csd,51322e61aa78c269467697a56a2b6a3cb523b25ab48a1a7c0e35fe0514d523a3,note-51322e61aa78c269
test,DEU16633,2023-07-21,2023,Germany,"On 21 July 2023, at the call of The Greens, people, including councilors, members of The Greens, SPD, Pulse for Stuttgart, and The Left, as well as representatives of Christian churches, migrant, and social associations, demonstrated in Stuttgart to denounce the recent shift in the city's refugee policy, and notably the CDU party's role in this change, limiting access to new housing units for refugees. They called on the city to show solidarity and provide good housing for refugees.",call green people including councilors member green spd pulse stuttgart left well representative christian church migrant social association demonstrated stuttgart denounce recent shift city refugee policy notably cdu party role change limiting access new housing unit refugee called city show solidarity provide good housing refugee,e27b7acbf33796aaedbc9cc8c243cd228b7d6d2af01f761a65f7e3f86d384dec,note-e27b7acbf33796aa
test,DEU17680,2023-10-21,2023,Germany,"On 21 October 2023, around 200 people participated in a protest on Luisenplatz in Neuwied (Rheinland-Pfalz) organized by 'Bundnis fur Demokratie und Toleranz' (Alliance for Democracy and Tolerance) under the motto 'Neuwied stands up against the Right' to set a sign against the right and the AfD in particular.",around 200 people participated protest luisenplatz neuwied rheinland pfalz organized bundnis fur demokratie und toleranz alliance democracy tolerance motto neuwied stand right set sign right afd particular,947e58b5f37eca951a048558f409b35b39832552dc6eb3b8eb2a991a62ee4ba8,note-947e58b5f37eca95
test,DEU17792,2023-10-28,2023,Germany,"On 28 October 2023, during the afternoon, around 500 people gathered in the district St. Georg in Hamburg - Hamburg-Mitte for a spontaneous pro-Palestine demonstration. Clashes broke out with police officers who used tear gas. 2 police officers were injured.",afternoon around 500 people gathered district st georg hamburg hamburg mitte spontaneous pro palestine demonstration clash broke police officer used tear gas 2 police officer injured,cf4e61bf1f1d1d83f816ba2a4ede4f34df5a1f2761d4dd01cd2594c792ddab7d,note-cf4e61bf1f1d1d83
test,DEU17860,2023-11-03,2023,Germany,"On 3 November 2023, at the call of German Peace Society-United War Opponents (DFG-VK) Baden-Wurttemberg, the Tubingen Society for Culture of Peace and Pax Christi Rottenburg-Stuttgart, about 100 people, including left-wing affiliates and Christians, gathered for a pro-Palestinian rally in Stuttgart (Baden-Wurttemberg), expressing solidarity with the Palestinian population and condemning the Israeli military campaign in the Gaza Strip.",call german peace society united war opponent dfg vk baden wurttemberg tubingen society culture peace pax christi rottenburg stuttgart 100 people including left wing affiliate christian gathered pro palestinian rally stuttgart baden wurttemberg expressing solidarity palestinian population condemning israeli military campaign gaza strip,6e444aec347960e436e6484e0ab8189b6726c94089d41b9a4310a9969e259ddb,note-6e444aec347960e4
test,DEU17874,2023-11-15,2023,Germany,"On 15 November 2023, about 1,000 employees of the public sector participated in a protest in Hannover (Region Hannover, Niedersachsen) called for by Ver.di in the context of wage negotiations in the public sector of Federal States.",1 000 employee public sector participated protest hannover region hannover niedersachsen called ver di context wage negotiation public sector federal state,40e623e4880d054daca56a3e90d076e4c859b5d41ea840873b8872366b649479,note-40e623e4880d054d
test,DEU22635,2023-02-18,2023,Germany,"On 18 February 2023, at the call of Alliance for Peace (Bundnis fur Frieden) which includes BPD, Reich Citizens, Freedom Parade, Radio Dawn (Radio Morgenrote), and Fumigation for Mother Earth (Rauchern fur Mutter Erde), people demonstrated at Alexanderplatz in Berlin - Mitte (Berlin) for a far-right protest under the motto 'Peace now'. Grannies Against the Right gathered for a counter-demonstration.",call alliance peace bundnis fur frieden includes bpd reich citizen freedom parade radio dawn radio morgenrote fumigation mother earth rauchern fur mutter erde people demonstrated alexanderplatz berlin mitte berlin far right protest motto peace granny right gathered counter demonstration,17558d6176ca5a322c76e80f40d311a7d207b9406765750834a124f3d8d35c3e,note-17558d6176ca5a32
test,DEU22636,2023-11-04,2023,Germany,"On 4 November 2023, at 2 pm, at the call of Alliance for Peace (Bundnis fur Frieden) which includes BPD, Reich Citizens, Freedom Parade, Radio Dawn (Radio Morgenrote), and Fumigation for Mother Earth (Rauchern fur Mutter Erde), almost 250 people demonstrated in Berlin - Mitte (Berlin) under the motto 'Peace now'. Grannies Against the Right and Straight Thinking (Geradedenken) members gathered for a counter-demonstration at the Jewish cemetery to denounce the demonstration's links with far-right movements and conspiracy ideologies.",2 pm call alliance peace bundnis fur frieden includes bpd reich citizen freedom parade radio dawn radio morgenrote fumigation mother earth rauchern fur mutter erde almost 250 people demonstrated berlin mitte berlin motto peace granny right straight thinking geradedenken member gathered counter demonstration jewish cemetery denounce demonstration link far right movement conspiracy ideology,a70dc1a7b791cb2a1aed2ea05c0305ca208ea6b45c4c0446c379414fc6e0d60b,note-a70dc1a7b791cb2a
test,GRC4153,2023-03-04,2023,Greece,"On 4 March 2023, tens of members of KNE, school and university students and members of Labour associations, rallied and marched in Thessaloniki carrying placards and banners over the Tempe rail disaster, the worst in Greece's history, and the longstanding deficiencies of Greece's railways, demanding justice and a full inquiry.",ten member kne school university student member labour association rallied marched thessaloniki carrying placard banner tempe rail disaster worst greece history longstanding deficiency greece railway demanding justice full inquiry,2a8795a48cc4f531de932c8c818e128aa206462617fd628fbc8b1160102d09cd,note-2a8795a48cc4f531
test,GRC4537,2023-09-06,2023,Greece,"On 6 September 2023, during the night, citizens protested in Heraklion port for a second day over the drowning of a tardy passenger trying to board an island ferry to Heraklion at the port of Piraeus. Members of the crew were pushing the man away and one of them pushed him into the sea as the ferry was departing. The protesters, who were organized on social media, blocked the entry to the ferry sailing to Piraeus, which departed with a 6-hour delay.",night citizen protested heraklion port second day drowning tardy passenger trying board island ferry heraklion port piraeus member crew pushing man away one pushed sea ferry departing protester organized social medium blocked entry ferry sailing piraeus departed 6 hour delay,ab4e15f1b0efd21f97d39803deb94d9e4e29d2d62cd009fc796addc8bb61abc1,note-ab4e15f1b0efd21f
test,HUN812,2023-02-19,2023,Hungary,"On 19 February 2023, local activists, joined by the Parbeszed vice-mayor of Budapest's 14th district, protested in Balatonfoldvar against the building of a pier in the lake of Balaton.",local activist joined parbeszed vice mayor budapest 14th district protested balatonfoldvar building pier lake balaton,2eb8e0f6d3acf548a1b46f6e178350cd2cefeb005cf2caa01cad73812a0abd35,note-2eb8e0f6d3acf548
test,IRL940,2023-05-01,2023,Ireland,"On 1 May 2023, members of the Irish Communities Together group gathered outside Taoiseach (Prime Minster) Leo Varadkar's home in Dublin. Some group members held several slogans, including 'concerned communities families and parents'. The protest was organized amid calls for legislation to stop protests outside public representatives' homes.",member irish community together group gathered outside taoiseach prime minster leo varadkar home dublin group member held several slogan including concerned community family parent protest organized amid call legislation stop protest outside public representative home,c7163c5dbf90ab2006d4deb47ce173ec19c608f318d36de140ef285c61688387,note-c7163c5dbf90ab20
test,IRL989,2023-06-27,2023,Ireland,"On 27 June 2023, around 200 RTE employees (Irish public service broadcaster) held a protest outside offices in Donegal (Donegal) after the revelation of the payments controversy to Irish broadcaster Ryan Tubridy. The protest was organized by the National Union of Journalists and SIPTU. The event was part of a national day of action.",around 200 rte employee irish public service broadcaster held protest outside office donegal donegal revelation payment controversy irish broadcaster ryan tubridy protest organized national union journalist siptu event part national day action,e5ef91f44838b064093a2eebdaf77463ebca20c080aaed244c3d9eb144ae1f81,note-e5ef91f44838b064
test,ITA18779,2023-01-31,2023,Italy,"On 31 January 2023, Marconi high school students gathered in Giugliano in Campania (Napoli, Campania) to protest against the lack of an appropriate school venue after their school was declared unfit for use in May 2022. The students protested mainly because, since then, they had to attend afternoon classes and labs could not be accessible anymore.",marconi high school student gathered giugliano campania napoli campania protest lack appropriate school venue school declared unfit use may 2022 student protested mainly since attend afternoon class lab could accessible anymore,8092b4b0f4466ef88a688537797473b452ef660bf1741856105d0eea527e7c1f,note-8092b4b0f4466ef8
test,ITA18989,2023-02-23,2023,Italy,"On 23 February 2023, about 30 residents of the Lavino neighborhood in Anzola dell'Emilia gathered in Bologna (Bologna, Emilia-Romagna), outside the oratory San Filippo Neri where a conference on land consumption sponsored by the city of Bologna was being held, to protest against the construction of a supermarket in a green area in Lavino. Legambiente representatives were among the demonstrators against the project which, in addition to damage pristine soil, is likely to soar pollution levels due to envisaged traffic increase.",30 resident lavino neighborhood anzola dell emilia gathered bologna bologna emilia romagna outside oratory san filippo neri conference land consumption sponsored city bologna held protest construction supermarket green area lavino legambiente representative among demonstrator project addition damage pristine soil likely soar pollution level due envisaged traffic increase,f8ae9f3e51e2eb485e8f77b83fdef7fc8d11d6213037d58b915228453e996ab7,note-f8ae9f3e51e2eb48
test,ITA19529,2023-04-01,2023,Italy,"On 1 April 2023, 40 anarchist activists took to the streets of Cesena (Emilia-Romagna, Forli-Cesena) to demonstrate in solidarity with Alfredo Cospito, a well-known anarchist currently on hunger strike to demonstrate against the 41-bis prison regime, and 3 other anarchists currently charged with theft, among others, after a 'No Green Pass' demonstration held on 13 November 2021.",40 anarchist activist took street cesena emilia romagna forli cesena demonstrate solidarity alfredo cospito well known anarchist currently hunger strike demonstrate 41 bi prison regime 3 anarchist currently charged theft among others green pas demonstration held 13 november 2021,87b1e75d338f24bd69393edcca5bbb54d88d525bf06cc9677f2127df8847303b,note-87b1e75d338f24bd
test,ITA19748,2023-05-10,2023,Italy,"On 10 May 2023, about 50 No Vax and No Green Pass activists gathered in protest outside the courthouse in Brescia (Brescia, Lombardia) against the policies adopted during the coronavirus pandemic, on the occasion of the hearing of former the Italian president and former minister of Health in the context of the coronavirus trial.",50 vax green pas activist gathered protest outside courthouse brescia brescia lombardia policy adopted coronavirus pandemic occasion hearing former italian president former minister health context coronavirus trial,a9858280947089491b6a315af3824e56b1f15da2f2244f349ef92c8ec22d0614,note-a985828094708949
test,ITA19846,2023-05-17,2023,Italy,"On 17 May 2023, as part of the national mobilization 'Without the house, without a future', university students affiliated with 'Uniattiva', 'Laboratorio Studentesco Autonomo', 'Vivere Ateneo', 'Onda Universitaria', 'Auletta99', 'UniXcento/Avanti', 'Nrg' and 'UniTrapani' pitched camping tents in delle Scienze boulevard in Palermo (Palermo, Sicilia) to protest against the current student housing crisis and the soaring cost of renting, and to demand urgent action by the government.",part national mobilization without house without future university student affiliated uniattiva laboratorio studentesco autonomo vivere ateneo onda universitaria auletta99 unixcento avanti nrg unitrapani pitched camping tent delle scienze boulevard palermo palermo sicilia protest current student housing crisis soaring cost renting demand urgent action government,b59fb0cac639e1f7b5e4b650e279be65e562f46a40c7e8bf7d419841e1ad3af6,note-b59fb0cac639e1f7
test,ITA19849,2023-05-01,2023,Italy,"On 1 May 2023, at the call of CGIL, CISL, and UIL, thousands of people took to the streets in Parma (Emilia-Romagna), from D'Azeglio street to Garibaldi square, on the occasion of Labor Day, to demand better working conditions and increased safety at work. The city's mayor (IiC) took part in the demonstration.",call cgil cisl uil thousand people took street parma emilia romagna azeglio street garibaldi square occasion labor day demand better working condition increased safety work city mayor iic took part demonstration,23acaf32250bdbc4fd4fde9198fad7bc92d3c0403740a8eb65d2b837244eb918,note-23acaf32250bdbc4
test,ITA20561,2023-07-29,2023,Italy,"Around 29 July 2023 (as reported), hundreds of citizen's income recipients gathered in front of the INPS (national institute for social security) headquarters in De Gasperi street in Napoli (Napoli, Campania) to protest against the abolishment of the country's citizen's income starting in August for households that do not include people with disabilities, minors or members over 60 and are therefore deemed employable.",2023 reported hundred citizen income recipient gathered front inps national institute social security headquarters de gasperi street napoli napoli campania protest abolishment country citizen income starting august household include people disability minor member 60 therefore deemed employable,342008fd0daa0cf7c6a71961f7881919454daf12aeaaa88b3deb6909e67964b9,note-342008fd0daa0cf7
test,ITA20736,2023-09-04,2023,Italy,"On 4 September 2023, at the call of 'Osservatorio Paola Labriola' and the non-profit organization 'La Giraffa', dozens of people staged a picket in front of the former mental health center in the Liberta neighborhood of Bari (Puglia, Bari) to commemorate psychiatrist Paola Labriola, killed on 4 September 2013 by a patient. Demonstrators also demand the reopening of the mental health center. Municipal Councilor Paola Romano (PD) and vice president of the Bari Medical Association Franco Lavalle were present.",call osservatorio paola labriola non profit organization la giraffa dozen people staged picket front former mental health center liberta neighborhood bari puglia bari commemorate psychiatrist paola labriola killed 4 september 2013 patient demonstrator also demand reopening mental health center municipal councilor paola romano pd vice president bari medical association franco lavalle present,ff0a4d77b198c37a78df13547d43fcc269e520b82c50ce51ed4f7c1e0a5de7f3,note-ff0a4d77b198c37a
test,ITA20756,2023-09-13,2023,Italy,"On 13 September 2023, refugees and asylum seekers held at the port of Lampedusa (Sicilia, Agrigento) demanded to be allowed to leave, some of them trying to break through the police cordon and exiting the port's restricted area. Police responded by charging the rioters and managed to restore order.",refugee asylum seeker held port lampedusa sicilia agrigento demanded allowed leave trying break police cordon exiting port restricted area police responded charging rioter managed restore order,3406d493f602212255cfc707ebddbe18cf94d6a0ca797d012f44df7fdb3cfad7,note-3406d493f6022122
test,ITA20908,2023-09-28,2023,Italy,"On 28 September 2023, Unemployed '7 November' activists symbolically occupied the 'Maschio Angioino' medieval castle in Napoli (Campania, Napoli) to protest against the lack of job opportunities and training courses and demanded a meeting with the municipal authorities.",unemployed 7 november activist symbolically occupied maschio angioino medieval castle napoli campania napoli protest lack job opportunity training course demanded meeting municipal authority,f2759bc1b12a0739eea6024f273ea48b398edde15fda2c43c038169f66af5313,note-f2759bc1b12a0739
test,ITA20955,2023-10-06,2023,Italy,"On 6 October 2023, FFF activists took to the streets in Bologna (Bologna, Emilia-Romagna) to call for more climate action and social justice under the framework of Fridays for Future's Global Climate Strike.",fff activist took street bologna bologna emilia romagna call climate action social justice framework friday future global climate strike,9d61f2dbee9e3a820fea08b60dad3476a6c02a8e5e90beffd6283e17bb771667,note-9d61f2dbee9e3a82
test,ITA21026,2023-10-06,2023,Italy,"On 6 October 2023, about 30 people staged a protest in front of the municipal police headquarters in Venezia (Venezia, Veneto) to protest against the decision to charge a gondolier of contempt of a public official for failing to provide his identification when he staged a protest against water traffic on board of his gondola prior to the historical regatta. 'Gruppo 25 aprile' and 'Tutta la citta insieme' representatives, including a municipal councilor, took part in the demonstration.",30 people staged protest front municipal police headquarters venezia venezia veneto protest decision charge gondolier contempt public official failing provide identification staged protest water traffic board gondola prior historical regatta gruppo 25 aprile tutta la citta insieme representative including municipal councilor took part demonstration,33ed8e478bebe88192ae4da156e9cf2b68297d95c8f651230587c1be28e6687a,note-33ed8e478bebe881
test,ITA21499,2023-11-25,2023,Italy,"On 25 November 2023, at the call of CISL, people including pensioners, young people and women gathered in Sant'Apostoli square in Rome - City Center (Lazio, Roma) to ask the Government to improve the financial maneuver and build a new social pact. CISL general secretary and regional secretaries were present.",call cisl people including pensioner young people woman gathered sant apostoli square rome city center lazio rom ask government improve financial maneuver build new social pact cisl general secretary regional secretary present,fe6d0af8373fafa0bc457f92447ee30d40f7acfcb31e3815946d0a07b25b490c,note-fe6d0af8373fafa0
test,ITA21511,2023-12-07,2023,Italy,"On 7 December 2023, at the call of CGIL and UIL, around 70 people and workers demonstrated in Ravenna (Emilia-Romagna) against the decision of the Austria-based multinational Mayr-Melnhof to close the Farmografica production plant in Cervia, where 92 people are employed. Mayor of Cervia Massimo Medri (Civic List) and mayor of Ravenna Michele De Pascale (PD) were present.",call cgil uil around 70 people worker demonstrated ravenna emilia romagna decision austria based multinational mayr melnhof close farmografica production plant cervia 92 people employed mayor cervia massimo medri civic list mayor ravenna michele de pascale pd present,3e63a6e0cf1483a5574855695ed37c7ca7b14a832fdac1b9f1b2008c6dd96253,note-3e63a6e0cf1483a5
test,ITA21561,2023-12-22,2023,Italy,"On 22 December 2023, at the call of CGIL, CSIL, and UIL, and under the framework of a national strike, about 400 workers employed in the so-called third sector, which includes commerce, catering, tourism, and large-scale distribution protested in Cagliari (Sardegna) to protest against their working conditions and demand increase in wages. Protesters also demanded the renewal and update of the sector's national labor contract.",call cgil csil uil framework national strike 400 worker employed called third sector includes commerce catering tourism large scale distribution protested cagliari sardegna protest working condition demand increase wage protester also demanded renewal update sector national labor contract,d1a54ae33a6fce26b4b76b07c18cabdf6483276d04829f8bd9811a0f68571978,note-d1a54ae33a6fce26
test,XKX934,2023-12-09,2023,Kosovo,"On 9 December 2023, members of the special units of the Kosovo police force protested in Pristina in front of the government building demanding increased salaries and better measures to protect their safety. Kosovo does not have its own army, and special police units are sent to intervene when there are inter-ethnic incidents in the country.",member special unit kosovo police force protested pristina front government building demanding increased salary better measure protect safety kosovo army special police unit sent intervene inter ethnic incident country,59cea5b32ea7f2eca00a266736bbfec89a99002e6f4081208eff78a783e7f1a0,note-59cea5b32ea7f2ec
test,MDA1581,2023-06-12,2023,Moldova,"On 12 June 2023, several Revival party members and supporters protested in support of better relations with Russia in front of the Russian embassy in Chisinau - Buiucani. A group of counter-protesters condemned Russia's terrorist acts in Ukraine.",several revival party member supporter protested support better relation russia front russian embassy chisinau buiucani group counter protester condemned russia terrorist act ukraine,b52962d0b35b2345c949f4f916590e2aab3e3b43f727f9b901f2f8bec3464f6d,note-b52962d0b35b2345
test,MNE1146,2023-03-09,2023,Montenegro,"On 9 March 2023, raspberry farmers blocked the road in Bijelo Polje, demanding state subventions to continue their work.",raspberry farmer blocked road bijelo polje demanding state subvention continue work,ac00a6fb2c22bc2a24ecd71dbc78154c842546cbef8faa7dc11b00bbefb31209,note-ac00a6fb2c22bc2a
test,NLD2715,2023-11-04,2023,Netherlands,"On 4 November 2023, around 200 citizens, including Palestinians, marched for Palestine in Groningen (Groningen), expressing solidarity with the Palestinian population.",around 200 citizen including palestinian marched palestine groningen groningen expressing solidarity palestinian population,dd72ebd3410c11dbed68cde7da0ed85baeccc7ec99cd8bcfa797e5bd5954ab10,note-dd72ebd3410c11db
test,NLD2725,2023-11-16,2023,Netherlands,"On 16 November 2023, around 200 people protested in Eindhoven Central Station (Noord-Brabant), calling for a ceasefire in Gaza and expressing solidarity with the Palestinian population. The protesters chanted the slogan 'from the river to the sea, Palestine will be free' and condemned the Dutch government for supporting the Israeli government.",around 200 people protested eindhoven central station noord brabant calling ceasefire gaza expressing solidarity palestinian population protester chanted slogan river sea palestine free condemned dutch government supporting israeli government,90a6aaab533c0fda1e37c564879a12a746961fcbcfcdab512d6e0ba6a40f90c8,note-90a6aaab533c0fda
test,NLD2807,2023-12-22,2023,Netherlands,"On 22 December 2023, 140 Extinction Rebellion activists blocked traffic around the entrance of the Shell company headquarters in Den Haag (Zuid-Holland) to denounce its use of fossil subsidies and its lack of communication on the climate crisis. Police forces arrested 60 people.",140 extinction rebellion activist blocked traffic around entrance shell company headquarters den haag zuid holland denounce use fossil subsidy lack communication climate crisis police force arrested 60 people,a0e81a87b0b960b073e053b3cf435e33a9a7ce757c193be99a976816f5bad3f4,note-a0e81a87b0b960b0
test,MKD1001,2023-08-21,2023,North Macedonia,"On 21 August 2023, pensioners gathered in Tetovo to demand a linear or equal increase of pensions, claiming that inflation and the high cost of living eat away at their budget. Protests were organized in several Macedonian cities and towns.",pensioner gathered tetovo demand linear equal increase pension claiming inflation high cost living eat away budget protest organized several macedonian city town,e7557d6ed88273f88a4c10cb0f0e395d53e88ba6c304edf8a904cf4d530a30e9,note-e7557d6ed88273f8
test,NOR1275,2023-09-02,2023,Norway,"On 2 September 2023, demonstrators, including members of the Russian community, protested in Oslo against Swiss-Norwegian shipping company that continues to transport Russian oil, among others things.",demonstrator including member russian community protested oslo swiss norwegian shipping company continues transport russian oil among others thing,00d4fe6e2b0e62d5c246b8b18fb33d9cb86176258f6178edd00a02a08b63a873,note-00d4fe6e2b0e62d5
test,NOR1454,2023-11-21,2023,Norway,"Around 21 November 2023, (as reported) people demonstrated in Vadso, Troms og Finnmark, to show support and solidarity with the people of Palestine amid the ongoing Israeli offensive in Gaza.",2023 reported people demonstrated vadso troms og finnmark show support solidarity people palestine amid ongoing israeli offensive gaza,5ec08b6214fd31b450c2561acccab3962076b78296011ad009f39c9f9c0d4a86,note-5ec08b6214fd31b4
test,POL5180,2023-01-17,2023,Poland,"On 17 January 2023, several dozen farmers affiliated with Solidarity gathered in in Slupsk, protesting against import of the Ukrainian products into Poland, because it allegedly harms the domestic agricultural market.",several dozen farmer affiliated solidarity gathered slupsk protesting import ukrainian product poland allegedly harm domestic agricultural market,8197cc0fcd42df53b87a7c2dfda4a4f87a7b38c4016fd74c1403c3f7a36d4237,note-8197cc0fcd42df53
test,POL5215,2023-02-02,2023,Poland,"On 2 February 2023, about 200 farmers blocked a local road near Korczowa, demanding higher support of the state to the agricultural sector. They claim that the influx of cheaper Ukrainian grain pushes down the prices too much.",200 farmer blocked local road near korczowa demanding higher support state agricultural sector claim influx cheaper ukrainian grain push price much,e8a42a4aa6d35cb10cebc1ff13d9c1f0183c8ddba93b3f0ff1ce949aec6f1a12,note-e8a42a4aa6d35cb1
test,POL5467,2023-04-17,2023,Poland,"On 17 April 2023, several hundred nurses and other health workers gathered for a rally in Katowice, demanding higher wages and other social benefits.",several hundred nurse health worker gathered rally katowice demanding higher wage social benefit,02684c0fbecfab379638ff15c81d8ccba5226460cd47e29e4d0ac84e032daebe,note-02684c0fbecfab37
test,POL5950,2023-11-13,2023,Poland,"On 13 November 2023, unionized truck drivers for the 7th day blocked with their vehicles the border crossing point with Ukraine in Korczowa. They were condemning allegedly unfair conditions for Ukrainian transport and trade companies and demanded stronger state oversight.",unionized truck driver 7th day blocked vehicle border crossing point ukraine korczowa condemning allegedly unfair condition ukrainian transport trade company demanded stronger state oversight,84eaee08e48553de0e8c9ff542fdac89eb4d06d48b4cd19148f17e7f08b83bf8,note-84eaee08e48553de
test,POL6067,2023-12-01,2023,Poland,"On 1 December 2023, unionized truck drivers for the 25th day blocked with their vehicles the border crossing point with Ukraine in Hrebenne. They were condemning allegedly unfair conditions for Ukrainian transport and trade companies and demanded stronger state oversight.",unionized truck driver 25th day blocked vehicle border crossing point ukraine hrebenne condemning allegedly unfair condition ukrainian transport trade company demanded stronger state oversight,f75d613145cc50b75e57efd2cde04a72f4a3935845a5f8ec0e5e604131138ea1,note-f75d613145cc50b7
test,POR1420,2023-02-09,2023,Portugal,"On 9 February 2023, at the call of CGTP, health workers held a protest in Castelo Branco (Castelo Branco) against rising living costs and the precariousness of health professionals.",call cgtp health worker held protest castelo branco castelo branco rising living cost precariousness health professional,b695811cb200ae26db4939f83bcbf34d36c4b1b6d353918bf8a07fcaaa87ef99,note-b695811cb200ae26
test,POR1520,2023-02-01,2023,Portugal,"On 1 February 2023, around 1,000 teachers, summoned by the Independent Union of Teachers and Educators (SIPE), protested in Rio Maior (Santarem) to demand improvements in the conditions of education professionals.",around 1 000 teacher summoned independent union teacher educator sipe protested rio maior santarem demand improvement condition education professional,641ad41981ffa276ca5e0b479da87737cdf4e03b8d4a13e2fcd204c77266bbdc,note-641ad41981ffa276
test,POR1540,2023-03-13,2023,Portugal,"On 13 March 2023, left block members and workers held a protest outside Campanha station in Porto (Porto) denouncing delayed payment of salaries.",left block member worker held protest outside campanha station porto porto denouncing delayed payment salary,708a461af6aa0e60346c14111e272e66b88837a3f15803496ba1d43643a8fe2b,note-708a461af6aa0e60
test,ROU2065,2023-02-15,2023,Romania,"On 15 February 2023, around 100 unionized workers protested outside a factory in Fagaras, demanding that the previous director be reinstated.",around 100 unionized worker protested outside factory fagaras demanding previous director reinstated,aa8a399b4e60ff5f61fd03089a170c430704864655064896ef62530a57fe3ff5,note-aa8a399b4e60ff5f
test,ROU2433,2023-12-08,2023,Romania,"On 8 December 2023, around 100 court clerks protested outside the Appeal Court in Constanta, demanding wage increases and the payment of wage arrears.",around 100 court clerk protested outside appeal court constanta demanding wage increase payment wage arrears,0ae93c5b8e1a202ce77c594cc2da917d48c3c8204de641e9b415e71c98724d02,note-0ae93c5b8e1a202c
test,SRB2620,2023-05-08,2023,Serbia,"On 8 May 2023, citizens, teachers and civil society representatives marched through Kragujevac in a 'Serbia against violence', triggered by mass murder events in a primary school in Belgrade and a village in Mladenovac. Citizens blame the violence-contaminated public discourse, from praising former war criminals by high-level politicians to tv-shows on national frequencies filled with inappropriate content. Citizens also called on the government to take responsibility for such a situation.",citizen teacher civil society representative marched kragujevac serbia violence triggered mass murder event primary school belgrade village mladenovac citizen blame violence contaminated public discourse praising former war criminal high level politician tv show national frequency filled inappropriate content citizen also called government take responsibility situation,a44fbf795388db926bea516ad16700d56feadaa04fb4a0658e15ba922868391f,note-a44fbf795388db92
test,SRB2649,2023-05-17,2023,Serbia,"On 17 May 2023, farmers protested and blocked the roads with tractors in Sombor, voicing their dissatisfaction with the failed agreement with the government regarding their demands to increase the subsidies and determine the minimum purchase price of milk.",farmer protested blocked road tractor sombor voicing dissatisfaction failed agreement government regarding demand increase subsidy determine minimum purchase price milk,629f7337d77e6fc885d752f9e293d62911283305a20ecd9ecf539c7a500d106a,note-629f7337d77e6fc8
