event_id_cnty,bug_trigger,class,notes
POL7830,pension,labor rights,"On 15 October 2024, activists brought posters, pieces of wired fence and candles during the night in front of offices of local deputies to the Polish senate in Gdansk, protesting against the suspension of asylum rights in the country."
POL7838,pension,labor rights,"On 22 October 2024, activists, including ORP members, gathered for a rally in front of the Prime Minister's office in Warsaw, protesting against the suspension of the asylum right in the country. Among the protesters, there was also Agnieszka Holland, an awarded director of documents about human rights violations and violence against refugees at the Polish-Belarusian border."
POL7840,pension,labor rights,"On 22 October 2024, ORP activists gathered for a rally in Wroclaw, protesting against the suspension of the asylum right in the country."
ESP18549,pension,labor rights,"On 24 October 2024, students of the Valle del Cidacos school held a protest in Calahorra (La Rioja) to denounce the lack of teaching staff leading to the suspension of courses."
EST418,pension,labor rights,"On 2 December 2024, members of the Georgian community in Estonia demonstrated outside the Georgian Embassy in Kesklinn, Tallinn, to protest the Georgian government's suspension of the EU accession process and to denounce what they viewed as the government's anti-Western policies."
BIH1225,pension,labor rights,"On 7 December 2024, hundreds of residents, along with local environmental activists, protested near Kralupi demanding the urgent suspension of renovation work on small hydropower plants along the Kraljuscica River due to concerns that the work might trigger landslides."
ITA25273,pension,labor rights,"On 10 December 2024, people, including the mayor of Capri (civic list) and members of the municipal administration, staged a protest in Capri (Campania) to oppose the suspension of the local funicular service. The protesters demanded to be involved in decisions regarding the suspension, the planned works, and the timetable of the interventions."
BGR3980,pension,labor rights,"On 18 December 2024, dozens of citizens organized a protest against the reduction of the territory of the 'Blue Stones' Nature Park in front of the regional administration building in Sliven. The protesters demand the preservation of the integrity of the Nature Park, the suspension of the procedure for removing 12 acres from its borders, where the building of the Alpine House is located."
SRB3593,pension,labor rights,"On 18 December 2024, students gathered in front of the Faculty of Pedagogy in Jagodina as part of the 'Serbia, Stop' campaign, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. That same day, the Faculty issued a statement announcing the suspension of classes to support the students' demands. These demands included the publication of documents related to the reconstruction of the Railway Station in Novi Sad, the release and dismissal of charges against those arrested during the protests, the filing of criminal charges against individuals who attacked students during the protests, and a 20% increase in funding for state universities."
FRA37155,pension,labor rights,"On 19 December 2024, 35 teachers, including members of the union Action & Democracy (Action & Democratie) (affiliated with CFE-CGC), staged a picket line outside the Ettore-Bugatti vocational high school in Illzach (Grand Est) to protest the lenient disciplinary response to a student who threw a chair at a teacher, resulting in the student's suspension with a probation period. The teachers demanded stricter disciplinary measures to ensure staff safety and highlighted deteriorating school conditions, including heating failures, and overdue infrastructure improvements."
MNE1427,pension,labor rights,"On 20 December 2024, citizens and activists organized by the Center for the Protection and Study of Birds (CZIP) held a protest in front of the Ministry of Spatial Planning, Urbanism, and State Property in Podgorica. They demanded the suspension of the adoption of the Spatial-Urban Plan (PUP) for Podgorica and called for a new process that would allow for democratic debate and the protection of citizens' rights and natural resources. The protesters expressed concern that the current procedure poses serious risks of corruption and violates the rule of law."
SRB3613,pension,labor rights,"On 20 December 2024, education workers and students protested in Nis, including union representatives, demanding the suspension of the government's decision to end school semesters earlier due to ongoing occupations of schools and faculties."
FRA37127,pension,labor rights,"On 21 December 2024, at the call of the association Audacity (Audace), around 700 people gathered in Mayenne (Pays de la Loire) to protest the temporary suspension of deliveries at the city's maternity hospital due to a shortage of anesthesiologists. Protesters expressed frustration over the strain on public healthcare services and the impact on expectant mothers, as approximately 40 women had to travel to other cities to give birth."
GBR8054,pension,labor rights,"On 9 January 2025, around 30 protesters, organized by the Lewes Green Party, gathered outside East Sussex County Council to oppose the potential suspension of the county elections in May. The protesters held signs like 'RIP democracy' and brought a mock coffin to symbolize their concerns."
SRB3800,pension,labor rights,"On 20 January 2025, a group of several tens of citizens gathered in front of the 'Vuk Karadzic' school in Surcin to protest the strike and work suspension announced by the teachers and education workers at the school. They directed insults at the school's principal and demanded to be allowed entry to the school's premises."
SRB3864,pension,labor rights,"On 20 January 2025, teachers, researchers, and other staff members of the University of Nis marched in protest and gathered in front of the Faculty of Medicine in Nis. They were protesting a deal that some unions had made with the government, which included a salary raise of education workers, and instead expressed their support for an ongoing nationwide strike and suspension of schools. The strike itself aims to show solidarity with the students who are occupying faculties across the country demanding accountability for the loss of 15 lives resulting from the collapse of a concrete canopy at the train station in Novi Sad, attributing the tragedy to corruption. The students who are occupying the building in Nis had locked the entrance to prevent the January exam period from taking place."
SRB3812,pension,labor rights,"On 21 January 2025, parents gathered in front of the 'Vuk Karadzic' school in Surcin to protest an incident that had occurred the day before when a group of citizens had insulted the school's principal and demanded access to the school's premises, opposing the strike and work suspension announced by teachers and education workers."
SRB3825,pension,labor rights,"On 21 January 2025, high school students, along with their parents, teachers and citizens gathered in front of several gymnasiums in Belgrade to protest the education inspection announced in response to the ongoing strike by teachers and education workers, which had led to the suspension of classes. The strike was prompted by education workers opposing a deal that certain unions had negotiated with the government, which included salary increases. They believe it is inappropriate to benefit financially from the tragedy that occurred in Novi Sad. Instead, the workers chose to strike to express solidarity with the students occupying faculties across the country and to advocate for their demands to be addressed."
ITA25553,pension,labor rights,"On 23 January 2025, striking Pam Panorama workers staged a picket outside the 'I Gigli' mall in Campi Bisenzio (Toscana) to protest against the company's decision to place several workers into unpaid suspension. All suspended workers are over 50 years old or part of protected categories. Representatives of FILCAMS CGIL, USB, and municipal labor councilor (Civic List) participated in the protest."
SRB3832,pension,labor rights,"On 23 January 2025, around 400 citizens, teachers, and high school students gathered in front of the Gymnasium and Economic School in Gornji Milanovac to protest and prevent the education inspection to enter the school in response to the ongoing strike by teachers and education workers, which had led to the suspension of classes. The strike was prompted by education workers opposing a deal that certain unions had negotiated with the government, which included salary increases. They believe it is inappropriate to benefit financially from the tragedy that occurred in Novi Sad. Instead, the workers chose to strike to express solidarity with the students occupying faculties across the country and to advocate for their demands to be addressed."
SRB3872,pension,labor rights,"On 23 January 2025, several hundred citizens, teachers, high school students, and labour union representatives gathered in front of the Gymnasiums in Cacak to protest and prevent the education inspection to enter the school in response to the ongoing strike by teachers and education workers, which had led to the suspension of classes. The strike was prompted by education workers opposing a deal that certain unions had negotiated with the government, which included salary increases. They believe it is inappropriate to benefit financially from the tragedy that occurred in Novi Sad. Instead, the workers chose to strike to express solidarity with the students occupying faculties across the country and to advocate for their demands to be addressed."
BEL3856,pension,labor rights,"On 4 February 2025, in the afternoon, around 100 protesters, including members of the Congolese community, gathered at Jean Reyplein in the European district of Brussels - Ville de Bruxelles (Brussels). The demonstration, organized by Free Congo Belgique, called for immediate EU sanctions against Rwanda and an end to its support for the rebel group M23 in the Democratic Republic of Congo. Protesters denounced the European Union's 'complicity' in the violence and exploitation of Congo's resources, urging the suspension of all economic agreements with Rwanda."
SRB4059,pension,labor rights,"On 7 February 2025, citizens gathered at various locations in Novi Sad to participate in the 'Serbia, Stop' campaign and pay tribute to 15 people who lost their lives after the canopy collapsed at the railway station in Novi Sad. Protesters also aimed to show support for students who are occupying their faculties, demanding accountability for this tragic event, attributing it to corruption. Employees of the Railway Workers' Health Protection Institute (ZZZZR 'Zeleznice Srbije') gathered in front of their workplace in Novi Sad, alongside bikers, to observe 15 minutes of silence. They additionally protested against the pressures they have been facing from their director for holding these memorial gatherings, with some even facing suspensions for their participation. Health workers and students gathered in front of the Clinical Center of Vojvodina to honor the victims."
SRB4156,pension,labor rights,"On 7 February 2025, parents gathered outside the 'Jovan Popovic' Elementary School in Novi Sad to demand greater safety for their children. Their concerns were heightened by a recent incident involving a dead rabbit which somebody had left on the school's premises. This was perceived as a threat and an attempt at intimidation, especially since the rabbit symbol has been associated with previous protests in Novi Sad. Additionally, the parents expressed their opposition to a newly adopted teaching model that calls for a partial suspension of classes, as they believe it discriminates and divides students and staff, as some advocate for a complete suspension of classes while others continue to attend."
BGR4036,pension,labor rights,"On 13 February 2025, citizens gathered in front of the Sofia Municipality to protest the suspension of two nighttime public transport lines. Protesters held posters with inscriptions such as 'Sofia needs night public transport,' 'Sofia does not go to bed at 12 o'clock,' and 'I need safe transport.'"
FRA37679,pension,labor rights,"On 13 February 2025, students blocked access to the Racine school in Paris (Ile-de-France) to demand the suspension of a teacher accused of hitting and insulting students."
ESP19981,pension,labor rights,"On 15 February 2025, around 400 people, including PP and Vox elected officials, residents and environmentalists, protested in front of the Ministry of Industry in Oviedo (Asturias) to demand the suspension of battery park projects in Asturias. They argued that the projects posed risks such as excessive noise, potential fires, and negative impacts on children in nearby schools and on livestock."
ITA25813,pension,labor rights,"On 17 February 2025, students of the Teatro Biondo school gathered in front of the theater's main entrance in Palermo (Sicilia) to demonstrate against the indefinite suspension of their training due to a leadership transition at the institution, organizing self-managed lessons in the street."
ITA25922,pension,labor rights,"On 24 February 2025, about 100 people, including students of the Serpieri High School, teachers, and parents, demonstrated in Rimini (Emilia-Romagna) to protest a teacher's suspension and demand a change in the administration's management style."
SRB4439,pension,labor rights,"On 26 February 2025, parents of school children, along with teachers, gathered in front of the 'United Nations' Elementary School in Cerak neighborhood of Belgrade - Cukarica to support teachers who decided to participate in class suspensions to support student-led protests. These protests demand accountability for the loss of 15 lives following the collapse of a concrete canopy at the Novi Sad railway station."
SRB4440,pension,labor rights,"On 26 February 2025, education workers gathered in Kikinda to protest against announced salary cuts and other forms of pressure on striking teachers who are supporting student-led demonstrations and participate in ongoing class suspensions. These protests demand accountability for the loss of 15 lives following the collapse of a concrete canopy at the Novi Sad railway station."
SRB4415,pension,labor rights,"On 26 February 2025, parents of school children, along with citizens, gathered in front of the 'Jovan Popovic' Elementary School in Novi Sad to support striking teachers and protest against announced salary cuts and other forms of pressure on teachers who participate in ongoing class suspensions to support student-led protests. These protests demand accountability for the loss of 15 lives following the collapse of a concrete canopy at the Novi Sad railway station. Following the school protest, participants joined a demonstration of lawyers and education workers in front of the Basic Court in Novi Sad (coded separately)."
SRB4496,pension,labor rights,"On 3 March 2025, teachers and citizens gathered in front of the 'Branko Radicevic' elementary school in Novi Sad to protest against pressures on striking teachers who are supporting student-led demonstrations and participate in ongoing class suspensions. These protests demand accountability for the loss of 15 lives following the collapse of a concrete canopy at the Novi Sad railway station."
FRA38023,pension,labor rights,"On 4 March 2025, several dozen journalism students and members of NT blocked access to the ESJ journalism school in Lille (Hauts-de-France) to protest the institution's decision to suspend its agreement with NT following a controversy. The dispute arose after the group accused the school of tolerating 'rape culture' due to the participation of controversial lawyer Guillaume de Palma in a conference on a high-profile rape trial. The ESJ justified its decision by citing defamatory and insulting statements made by the group. Protesters argued that NT played a crucial role in addressing gender-based violence within the school and expressed concerns that the suspension could lead to its dissolution."
SRB4503,pension,labor rights,"On 4 March 2025, citizens gathered in Sombor to protest against salary reductions and other forms of pressure on striking teachers who are supporting student-led demonstrations and participate in ongoing class suspensions."
SRB4515,pension,labor rights,"On 5 March 2025, around 100 parents of school children, along with teachers, gathered in front of the 'Gornja varos' elementary school in Belgrade - Zemun to protest against announced salary cuts and other forms of pressure on striking teachers who are supporting student-led demonstrations and participating in ongoing class suspensions. These protests demand accountability for the loss of 15 lives following the collapse of a concrete canopy at the Novi Sad railway station."
GRC6378,pension,labor rights,"On 13 March 2025, student associations organized education sector rallies with the participation of teachers. At noon, students rallied and then marched to Syntagma square demanding political accountability and justice for the victims of the 2023 Tempe rail disaster. Police detained 6 people during security checks before the march. The protest continued in the evening, when a large crowd rallied at Syntagma square, Athens - Central Athens, for a concert. Security measures, such as street closures and the temporary suspension of service at key stations on the metro, were put in place."
ITA26104,pension,labor rights,"On 20 March 2025, people, including family members of people affected by severe disabilities and members of the local committees 'Disabled People of Torre Committee' (Comitato Disabili Torre) and 'The Dragonfly' (La Libellula), demonstrated in Torre del Greco (Campania) to protest the suspension of the allowances intended to support families and caregivers of people affected by severe disabilities take care of their loved ones. Local and national representatives of FdI, including national FdI spokesperson Raffaele Barbato and MEP Chiara Gemma, participated in the demonstration."
ITA26279,pension,labor rights,"On 26 March 2025, a large group of people, including parents, gathered outside a work site for the construction of a nursery school in Palermo (Sicilia) to protest the suspension of the construction and demand answers concerning the project."
AUT2069,pension,labor rights,"On 26 March 2025, in the morning, five activists from the initiative St. Marx for Everyone (St. Marx fur Alle) disrupted a session of the Vienna City Council in Wien - Landstrasse (Wien) to protest the planned construction of the Wien Holding Arena in St. Marx. The activists threw flyers and held up protest banners from the public gallery, forcing a temporary suspension of the meeting. They denounced the project's use of public funds, the loss of public space, and the lack of genuine public participation in the planning process."
ESP20528,pension,labor rights,"On 29 March 2025, around 5,000 people, including health workers, elected officials from PSOE and IU, and opposition councilors in the City Council, held a protest outside the hospital in Calahorra (La Rioja) to denounce the regional government's layoff plan, arguing it would reduce the number of specialized medical staff. Demonstrators called for the reversal of the planned staffing cuts, the suspension of the new job restructuring scheme (RPT), and the full restoration of services and medical personnel at the hospital."
ESP20541,pension,labor rights,"On 1 April 2025, in the morning, at the call of PAH, residents and activists held a protest in Sancibrian (Cantabria) to oppose the eviction of a 77-year-old woman and her son from their home. The protest took place as a large police operation carried out the eviction despite interim measures from the UN Committee on Economic, Social and Cultural Rights requesting its suspension. The demonstration proceeded without police intervention."
FRA39064,pension,labor rights,"On 2 April 2025, around 100 people gathered outside the Regional Health Agency in Pau (Nouvelle-Aquitaine) to express support for a midwife facing a five-month suspension after a report by the Bayonne hospital following complications during a home birth. Protesters denounced what they considered an attack on home births and criticized the suspension as unfair, arguing it left the midwife without income and the ability to defend herself."
BEL3972,pension,labor rights,"On 4 April 2025, in the afternoon, around 15 parents protested loudly in front of the Egied van Broeckhoven school in Brussels - Molenbeek-Saint-Jean (Brussels) against what they denounce as the school's excessive use of student suspensions. They accused the director of ignoring parental concerns and acting arbitrarily, citing several recent expulsions."
DEU24704,pension,labor rights,"On 12 April 2025, in the afternoon, between 800 and 1,000 people, including members of the Catholic community, marched from Klostergarten to Domplatz in Passau (Bayern) to protest the suspension of a priest. They demanded his reinstatement, called for a more compassionate and relatable clergy, and criticized the bishop of Passau's handling of the case. The protest followed the priest's removal over allegations related to his youth work, including alcohol use, which did not lead to criminal charges."
ESP20715,pension,labor rights,"On 23 April 2025, in the afternoon, at the call of the SOS Calahorra Hospital Platform (plataforma SOS hospital de Calahorra), people held a protest at the health center in Alfaro (La Rioja) to denounce the regional government's layoff plan. Protesters argued that the restructuring would reduce the number of specialized medical staff and demanded the reversal of staffing cuts, the suspension of the new job restructuring plan (RPT), and the full restoration of services and medical personnel at the hospital."
ESP20733,pension,labor rights,"On 23 April 2025, in the afternoon, at the call of the SOS Calahorra Hospital Platform (plataforma SOS hospital de Calahorra), people held a protest at the health center in Cervera del Rio Alhama (La Rioja) to denounce the regional government's layoff plan. Protesters argued that the restructuring would reduce the number of specialized medical staff and demanded the reversal of staffing cuts, the suspension of the new job restructuring plan (RPT), and the full restoration of services and medical personnel at the hospital."
FRA39450,pension,labor rights,"On 28 April 2025, in the morning, at the call of hospital staff, around 120 health workers gathered outside Emile Roux Hospital in Le Puy-en-Velay (Auvergne-Rhone-Alpes) to protest the treatment of seven nurses recently transferred from the endoscopy unit. Demonstrators demanded the suspension of a doctor accused of moral harassment by the nurses, who remains in post pending investigations by the Medical Council and the public prosecutor. Protesters denounced the hospital's decision to relocate the nurses rather than address the alleged misconduct."
ESP20789,pension,labor rights,"On 30 April 2025, at the call of Ecologists in Action and the Conxo Aberto community association (Asociacion Vecinal Conxo Aberto), people held a protest in the Banquete de Conxo forest in Santiago de Compostela (Galicia) to demand a halt to nearby construction works linked to the Eixo de Mobilidade Sostible project. Protesters denounced the ongoing damage to the riverside forest, a UNESCO World Heritage site, despite an ongoing European anti-corruption investigation and judicial proceedings. They called for the immediate suspension of the works to prevent further irreversible harm."
LUX214,pension,labor rights,"On 7 May 2025, at the call of OGBL, protesters gathered outside the Chamber of Deputies in Luxembourg (Luxembourg) to protest about the suspension of four Caritas Jeunes & Familles staff delegates by management. The union denounced the decision, pointing to failures in the regulatory framework."
GRC6584,pension,labor rights,"On 9 May 2025, there was a mass mobilization of solidarity protesters, teachers from Piraeus and Attica, students and workers, organized by their associations, who protested outside the Piraeus Court of Appeal against the suspension of a teacher refusing teachers' evaluations. The protest was successful and the teacher would return to school."
ESP20948,pension,labor rights,"On 12 May 2025, in the morning, around 150 residents of Lomo Negro protested outside the town hall in Arona (Canarias) to oppose the planned demolitions of their homes, built on non-urbanizable land. The demonstrators demanded a definitive political solution to secure their housing. The demonstration followed the temporary suspension of two demolition orders by the Canary Islands Environmental Protection Agency due to safety concerns linked to expected protests."
ESP20985,pension,labor rights,"On 15 May 2025, at the provincial call of the teaching community, parents' associations, and unions, people protested outside the Pare Victoria school in Alcoy (Valencia) to demand the reactivation of the Edificant plan, aimed at funding the reparation and adaptation of education centers lacking adequate infrastructure. The demonstration denounced the suspension of urgently needed repair and construction works in public schools across the region, criticizing the current regional government's inaction."
ESP20991,pension,labor rights,"On 15 May 2025, at the provincial call of the teaching community, parents' associations, and unions, people gathered outside the Enric Valor school in El Campello (Valencia) to demand the reactivation of the Edificant plan, aimed at funding the reparation and adaptation of education centers lacking adequate infrastructure. The demonstration denounced the suspension of urgently needed repair and construction works in public schools across the region, criticizing the current regional government's inaction."
ESP20992,pension,labor rights,"On 15 May 2025, at the provincial call of the teaching community, parents' associations, and unions, people protested outside the Blasco Ibanez school in Elche (Valencia) to demand the reactivation of the Edificant plan, aimed at funding the reparation and adaptation of education centers lacking adequate infrastructure. The demonstration denounced the suspension of urgently needed repair and construction works in public schools across the region, criticizing the current regional government's inaction."
ESP20993,pension,labor rights,"On 15 May 2025, at the provincial call of the teaching community, parents' associations, and unions, people gathered outside the IES La Nucia in La Nucia (Valencia) to demand the reactivation of the Edificant plan, aimed at funding the reparation and adaptation of education centers lacking adequate infrastructure. The demonstration denounced the suspension of urgently needed repair and construction works in public schools across the region, criticizing the current regional government's inaction."
ESP20994,pension,labor rights,"On 15 May 2025, at the provincial call of the teaching community, parents' associations, and unions, people protested outside the Los Espenetes school in Orihuela (Valencia) to demand the reactivation of the Edificant plan, aimed at funding the reparation and adaptation of education centers lacking adequate infrastructure. The demonstration denounced the suspension of urgently needed repair and construction works in public schools across the region, criticizing the current regional government's inaction."
ESP20995,pension,labor rights,"On 15 May 2025, at the provincial call of the teaching community, parents' associations, and unions, people protested outside the San Vicente Ferrer school in Teulada (Valencia) to demand the reactivation of the Edificant plan, aimed at funding the reparation and adaptation of education centers lacking adequate infrastructure. The demonstration denounced the suspension of urgently needed repair and construction works in public schools across the region, criticizing the current regional government's inaction."
LUX196,pension,labor rights,"On 21 May 2025, in the morning, at the call of the European Works Council of ArcelorMittal, around 100 delegates from Luxembourg, Belgium, Germany, and France, including from OGBL, gathered in front of ArcelorMittal's headquarters in Luxembourg (Luxembourg), staging a protest picket to oppose the planned relocation of support functions to India and Poland. Protesters denounced the strategy threatening between 1,450 and 1,825 jobs across Europe amid the steel crisis, and demanded the immediate suspension of the process pending transparent consultation."
ESP21177,pension,labor rights,"Around 22 May 2025 (week of), nurses protested outside Txagorritxu Hospital in Vitoria-Gasteiz (Pais Vasco) to oppose the digital hiring system of the Basque health system, citing errors in the staffing lists, lack of interim contract calls, and the suspension of internal transfer processes."
ESP21179,pension,labor rights,"On 27 May 2025, at the call of SATSE, dozens of nurses protested outside the Basurto Hospital in Bilbao (Pais Vasco) to oppose the digital hiring system of the Basque health system, citing errors in the staffing lists, lack of interim contract calls and the suspension of internal transfer processes."
ESP21180,pension,labor rights,"On 3 June 2025, in the morning, at the call of SATSE, nurses protested outside the hospital in Zumarraga (Pais Vasco) to oppose the digital hiring system of the Basque health system, citing errors in the staffing lists, lack of interim contract calls and the suspension of internal transfer processes."
LUX212,pension,labor rights,"On 13 June 2025, at the call of OGBL and LCGB, around 100 union members and supporters held a solidarity picket at the headquarters of Caritas Jeunes & Familles (CJF) in Howald (Luxembourg). The protest denounced the suspension of four OGBL union delegates, who had been placed on leave since October 2024, arguing that the disciplinary measures were retaliatory and linked to their union activities, emphasizing the precarious situation of the delegates, some of whom were left without salary, and demanded their reinstatement and stronger legal protections for union representatives."
LUX202,pension,labor rights,"On 14 June 2025, in the afternoon, at the call of OGBL and LCGB, around 100 people gathered in Howald (Luxembourg) to denounce the suspension of four union delegates from Caritas Jeunes & Familles and to call for stronger legal protection of workplace representatives."
ITA27079,pension,labor rights,"On 21 June 2025, dozens of residents and representatives of more than 50 local associations gathered in Napoli (Campania) to protest the suspension, from 23 June to 15 September 2025, of three stops on Line 1 of the subway for maintenance work."
DEU25340,pension,labor rights,"On 1 July 2025, around midday, at the call of the student initiative Perpetrator-Free HU (HU Taterfrei), around 50 students staged a protest outside Humboldt University in Berlin - Mitte (Berlin) against the reinstatement of a professor accused of sexualized violence and abuse of power, demanding greater transparency and protection for affected individuals and condemning the university's decision to allow the professor to resume teaching despite an ongoing disciplinary process, calling for his suspension, an independent investigation, and stronger support structures for victims."
FRA41053,pension,labor rights,"On 4 July 2025, around 350 people, including health workers and FO union members, gathered outside the hospital in Laval (Pays de la Loire) to protest during the visit of the Minister of Health, Yannick Neuder, who confirmed the freeze on job cuts and the suspension of the investment attractiveness and sustainability plan. Protesters demanded written guarantees that no alternative austerity plan would be introduced."
ESP21733,pension,labor rights,"On 12 July 2025, at least 150 people protested in Adeje (Canarias) to demand the suspension of the Cuna del Alma tourist development, located between two protected areas and on land of geological and archaeological interest. Protesters denounced the project as a threat to the environment, local heritage, and quality of life, and accused the mayor (in office for over three decades) of fostering destructive and exclusionary urban policies. They also demanded his resignation, citing concerns over forced expropriations and unchecked tourism-driven development."
BGR4518,pension,labor rights,"On 15 July 2025, protesters gathered in Sofia in front of the 'Mothers' Home' hospital to support a woman who accused an obstetrician of assault during childbirth. They demanded Shikova's suspension and a full probe into obstetric violence. At the same time, , medical workers and patients gathered to support the doctor and defend her reputation, insisting she be presumed innocent until medical authorities complete their inquiries."
ITA27204,pension,labor rights,"On 16 July 2025, around 200 Serd employees gathered outside the headquarters of ASL 3 in Genova (Liguria) to demonstrate against ASL 3 and regional health-authority policies, most immediately the 'temporary' suspension (from 1 August 2025) of the only Saturday and holiday methadone distribution clinic in Genoa due to staff shortages and, more broadly, the systematic under-resourcing of Serd and counselling services, operating at just 75 percent of required staffing, with no meaningful dialogue or hiring plan."
ISL267,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Akranes (coded to the coast of Akranes) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
ISL268,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Dalvik (coded to the coast of Dalvik) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
ISL269,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Djupivogur (coded to the coast of Djupivogur) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
ISL270,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Grundarfjordur (coded to the coast of Grundarfjordur) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
ISL271,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Olafsvik (coded to the coast of Olafsvik) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
ISL272,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Patreksfjordur (coded to the coast of Patreksfjordur) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
ISL273,pension,labor rights,"On 17 July 2025, sailors demonstrated off the shore of Sandgerdi (coded to the coast of Sandgerdi) to protest the suspension of coastal fishing and demand the resumption of their fishing quotas."
NLD5023,pension,labor rights,"On 10 August 2025, in the afternoon, around 400 people gathered at the Vught Penitentiary in Vught (Noord-Brabant) to demand the release of an imprisoned lawyer and anti-coronavirus regulation protest leader. The protesters dressed predominantly in white, carried drums and banners, and formed a 'Ring of Connection' to show solidarity with the lawyer and his family. The lawyer was arrested on 11 June for alleged involvement in a criminal network potentially planning an attack ahead of the NATO summit in Brussels, leading to his suspension and removal from the bar. The protesters claimed his detention was politically motivated for the lawyer's stance against the Dutch government."
MDA2086,pension,labor rights,"On 14 August 2025, members of the Road Transport Employers' Association (APOTA) held a peaceful protest for the third time in the past months outside the National Road Transport Agency (ANTA) office in Chisinau - Centru. Demonstrators demanded approval of a tariff calculation methodology, withdrawal of requirements to adapt vehicles for persons with disabilities, and suspension of eGPS and e-ticketing projects pending consultations. ANTA responded that it was open to dialogue and clarified that the accessibility request was informational, not a restriction."
FRA41245,pension,labor rights,"On 26 August 2025, around 40 CGT and SUD affiliates from across Normandy gathered outside La Poste's regional headquarters in Rouen (Normandie) to protest disciplinary sanctions against a unionized postal worker. The worker, also a union delegate, was accused of allowing the president of a public services defense association to enter the site in April 2025 while delivering a petition against post office closures. Unions denounced the sanction procedure, which could lead to suspension, and called for its abandonment."
ESP21997,pension,labor rights,"On 29 August 2025, around 200 people marched in Adeje (Canarias) to demand the suspension of the Cuna del Alma tourist development, located between two protected areas and on land of geological and archaeological interest. Protesters denounced the project's environmental and heritage impact and called for its immediate halt and accountability from both the developer and the Adeje municipality."
FRA42324,pension,labor rights,"On 22 September 2025, in the morning, teachers, students, parents, and supporters gathered outside the Ferdinand-Revoul vocational high school in Valreas (Provence-Alpes-Cote d'Azur) to protest the absence of a supply manager responsible for purchasing and managing food stocks. They argued that the position, vacant since January 2023 due to sick leave and not replaced, had forced the suspension of all practical classes in cooking, service, pastry, and bakery since the start of the school year."
FRA42209,pension,labor rights,"On 25 September 2025, students blocked access to several other campuses of Nantes University (Pays de la Loire) - including Censive, the Faculties of Law and Languages, IAE, Igarun, BU Lettres et Droit, and the Pole etudiant - as part of the same student protest movement denouncing austerity, repression, and the university's proposed new internal regulations. These actions, which involved barricading entrances with bins, led to class suspensions and closures for the day but were carried out peacefully, without reports of violence or damage. The occupation of the Tertre campus, where degradations occurred, was coded as a separate event."
FRA42339,pension,labor rights,"On 25 September 2025, students, including members of RP and The Raised Fist (Le Poing Leve), occupied the Tertre campus of Nantes University (Pays de la Loire), blocking access and holding an assembly of around 100-150 participants to denounce the government's austerity measures, high living costs, and what they considered state repression. Furniture was damaged during the occupation, leading to the suspension of classes, closure of the campus, and a prosecutor's investigation into the degradations."
FRA42426,pension,labor rights,"On 1 October 2025, striking employees of the social inclusion association Agir 36 gathered in front of the organization's premises in Chateauroux (Centre-Val de Loire) to denounce the suspension of a colleague following internal criticisms of management. The protesters, who began their strike the previous day, described the sanction as abusive and demanded the employee's reinstatement."
ESP22416,pension,labor rights,"On 1 October 2025, workers of the Agrupaejido agrifood company protested outside the company in El Ejido (Andalucia) to denounce a planned layoff affecting 95% of the staff and that had led to the suspension of production in all hubs. Protesters demanded that the activities be outsourced."
ITA28135,pension,labor rights,"On 12 October 2025, in the morning, parents of students from the Marconi Comprehensive School protested in Paterno (Sicilia) against the introduction of double shifts. The demonstrators, mainly mothers from the Aldo Moro and Pitre school branches, held a peaceful march through the town that ended in front of the municipal building in Piazza della Regione. Protesters demanded the suspension of afternoon shifts and called for the use of alternative public or parish buildings to host displaced classes."
ROU3373,pension,labor rights,"On 19 October 2025, several tens of members of the Roma community protested in Targu Jiu (Gorj), against a draft law initiated by the Minister of Labor and the Minister of Environment that would prohibit marriages between minors with prison sanctions. Protesters, including representatives of the Roma Party Pro Europe Association, displayed banners demanding 'a fair law, not a law against Roma' and 'respect for traditions', arguing that the law constitutes an abuse and calling for either suspension of the law or public debate to modify it to allow young people to marry before age 18."
HRV1386,pension,labor rights,"On 23 October 2025, students of the Faculty of Humanities and Social Sciences (FFZG) protested in Zagreb against the suspension of their colleagues accused of 'violent behavior' after protesting at the Faculty's hallway against new student fees using drums."
